Name,Description,Category,Page link,Region,Thumbnail link
BatStateU Center for Technopreneurship & Innovation (CTI),"The Center for Technopreneurship and Innovation (CTI) is the Technology Business Incubator (TBI) of Batangas State University – The National Engineering University, established in September 2014 in Batangas City. A DOST-PCIEERD-supported TBI located on the second floor of the STEER Hub Building at BatStateU Alangilan Campus, CTI is one of CALABARZON's flagship incubators — serving Region IV-A's startup ecosystem across Cavite, Laguna, Batangas, Rizal, and Quezon.",Technology Business Incubator,https://nelle3549.github.io/Innovation-hubs/centers/batstateu-center-for-technopreneurship-innovation.html,Region IV-A,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/batstateu-center-for-technopreneurship-innovation.webp
CALABARZON Food Solutions Hub — C-FoSH (LSPU FIC),"The CALABARZON Food Solutions Hub (C-FoSH) is a DOST-designated Food Innovation Center hosted by Laguna State Polytechnic University (LSPU) at its Sta. Cruz Campus in Sta. Cruz, Laguna. C-FoSH operates as a DTI Shared Service Facility (SSF) managed in partnership with the Association of Laguna Food Processors, Inc. (ALAFOP), LSPU, and DOST-CALABARZON — positioning it as a food processing center that serves the collaborative needs of the CALABARZON food processing industry.",Food Innovation Center,https://nelle3549.github.io/Innovation-hubs/centers/calabarzon-food-solutions-hub-c-fosh.html,Region IV-A,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/calabarzon-food-solutions-hub-c-fosh.webp
Cavite State University Agri-Aqua Technology Business Incubator (CvSU-ATBI),"The DOST-PCAARRD-CvSU Agriculture & Food TBI is hosted by Cavite State University in Indang, Cavite and serves Region IV-A (CALABARZON). Implemented through CvSU's CEMDS and CAFENR units, the center is part of the DOST-PCAARRD national Agri-Aqua Technology Business Incubation (ATBI) network under the RAISE IV programme.",Technology Business Incubator,https://nelle3549.github.io/Innovation-hubs/centers/cavite-state-university-agri-aqua-technology-business-incubator.html,Region IV-A,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/cavite-state-university-agri-aqua-technology-business-incubator.webp
DLSU-D CEAT Center of Technology (CCTI Fab Lab),"The DLSU-D SSF Innovation Laboratory — branded the CEAT Center for Technological Innovation (CCTI) — is a fabrication laboratory hosted by De La Salle University-Dasmariñas within its College of Engineering, Architecture, and Technology (CEAT) in Dasmariñas, Cavite (Region IV-A). Established under the Department of Trade and Industry (DTI) Shared Service Facility (SSF) Program through a Memorandum of Agreement signed with DTI-Region 4A in April 2021, the P24-million InnoLab held its soft launch on December 21, 2021, and stands as one of the first major fabrication laboratories in Cavite.",Fabrication Laboratory (FabLab),https://nelle3549.github.io/Innovation-hubs/centers/dlsu-d-ceat-center-of-technology.html,Region IV-A,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/dlsu-d-ceat-center-of-technology.webp
DOST-FPRDI Tubo Forest Products Technology Business Incubator (FPTBI),"The DOST-FPRDI Technology Business Incubator — officially rebranded as Tubò in September 2023 — is hosted by the DOST Forest Products Research and Development Institute (DOST-FPRDI) on the campus of the University of the Philippines Los Baños (UPLB) in Los Baños, Laguna. FPRDI was founded in 1954 as the Forest Products Laboratory and has since grown into the country's premier research institute for the forest products sector.",Technology Business Incubator,https://nelle3549.github.io/Innovation-hubs/centers/dost-fprdi-tubo-forest-products-technology-business-incubator.html,Region IV-A,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/dost-fprdi-tubo-forest-products-technology-business-incubator.webp
DOST-PCAARRD LSPU Agri-Aqua Technology Business Incubator (LSPU ATBI),"The DOST-PCAARRD-LSPU TBI Hub (Agri-Fishery & Natural Products) is a DOST-PCAARRD-funded Technology Business Incubator hosted by Laguna State Polytechnic University (LSPU) in Siniloan, Laguna. Part of the DOST-PCAARRD AANR TBI network, the LSPU TBI Hub focuses on incubating agri-fishery and natural products technology ventures in the CALABARZON region (Region IV-A) — a region where Laguna Lake’s fisheries, rice-based agribusiness, and natural products industries represent significant economic opportunities.",Technology Business Incubator,https://nelle3549.github.io/Innovation-hubs/centers/dost-pcaarrd-lspu-agri-aqua-technology-business-incubator.html,Region IV-A,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/dost-pcaarrd-lspu-agri-aqua-technology-business-incubator.webp
Food Innovation Center – Batangas State University,"CALABARZON FIC — Batangas State University is hosted by Batangas State University (The National Engineering University) in Batangas City. It serves as the region's DOST/DTI Food Innovation Center, supporting CALABARZON MSMEs with food product development, processing, and packaging. It is part of the nationwide food innovation center network surfaced in the Startupreneur Innovation Hub.",Food Innovation Center,https://nelle3549.github.io/Innovation-hubs/centers/food-innovation-center-batangas-state-university.html,Region IV-A,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/food-innovation-center-batangas-state-university.webp
IDEA FabLab — Antipolo Institute of Technology,"IDEA FabLab is the digital fabrication laboratory of the Antipolo Institute of Technology (AiTech), located in Antipolo City, Rizal in the CALABARZON region. The name IDEA reflects the center's focus on Innovation Design Engineering and Art — serving as AiTech's hands-on innovation hub for student engineers, technology entrepreneurs, and MSMEs in eastern Metro Manila and Rizal province.",Fabrication Laboratory (FabLab),https://nelle3549.github.io/Innovation-hubs/centers/idea-fablab-antipolo-institute-of-technology.html,Region IV-A,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/idea-fablab-antipolo-institute-of-technology.webp
LIKHA FabLab,"LIKHA FabLab — which stands for Labspace for Innovation, Knowledge-Honing and Application — is a digital fabrication laboratory hosted by Batangas State University (The National Engineering University) at its Alangilan Campus in Batangas City. Established on December 27, 2018 as a Department of Trade and Industry (DTI) Shared Service Facility (SSF), LIKHA FabLab is housed at the ground floor of the STEER Hub Building at BatStateU and serves Region IV-A (CALABARZON).",Fabrication Laboratory (FabLab),https://nelle3549.github.io/Innovation-hubs/centers/likha-fablab.html,Region IV-A,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/likha-fablab.webp
UPLB SIBOL Labs (UPLB TTBDO),"UPLB SIBOL (Startup Innovation and Business Opportunity Linkage) Innovation Hub is the University of the Philippines Los Baños's premier business incubation program, operating as the commercialization and startup support arm of the UPLB Technology Transfer and Business Development Office (UP TTBDO). Located in Los Baños, Laguna — at the heart of one of the Philippines' most concentrated agri-science research ecosystems — SIBOL provides a structured incubation pathway for startup enterprises emerging from UPLB's agricultural biotechnology, food systems, dairy science, and information and communications technology research programs.",Technology Business Incubator,https://nelle3549.github.io/Innovation-hubs/centers/uplb-sibol-labs.html,Region IV-A,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/uplb-sibol-labs.webp
DOST-MIMAROPA Food Innovation Center (MinSU),"The DOST-MIMAROPA Food Innovation Center (FIC) is housed at Mindoro State University (MinSU) in Victoria, Oriental Mindoro — formerly known as Mindoro State College of Agriculture and Technology (MinSCAT). Established under the DOST Food Innovation Center program, the center equips MinSU with DOST-developed food processing technologies — including a vacuum fryer, water retort, and spray dryer — enabling the development of new food products from MIMAROPA's abundant agricultural produce, tropical fruits, root crops, and marine resources.",Food Innovation Center,https://nelle3549.github.io/Innovation-hubs/centers/dost-mimaropa-food-innovation-center.html,Region IV-B,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/dost-mimaropa-food-innovation-center.webp
Palawan International Technology Business Incubator (PITBI),"The Palawan International Technology Business Incubator (PITBI) is the Technology Business Incubator (TBI) of Palawan State University (PSU), located in Puerto Princesa City, Palawan. Established with support from DOST, PITBI is one of the few TBIs in the country with an explicitly international orientation — designed to connect Palawan-based startups, researchers, and innovators with global markets, international funding, and cross-border technology partnerships.",Technology Business Incubator,https://nelle3549.github.io/Innovation-hubs/centers/palawan-international-technology-business-incubator.html,Region IV-B,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/palawan-international-technology-business-incubator.webp
WPU-ATBI (Western Philippines University Agri-Aqua Technology Business Incubator),"Western Philippines University runs its agriculture and aquaculture incubation work under two distinct public brands, operated by the same team out of the WPU-ATBI Office at the ABBA R&D Center, WPU Puerto Princesa Campus (Pajara, Sta. Monica, Puerto Princesa City, Palawan 5300).",Technology Business Incubator,https://nelle3549.github.io/Innovation-hubs/centers/wpu-atbi.html,Region IV-B,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/wpu-atbi.webp
AdZU AZUL Hub (TBI),"AZUL Hub is the Technology Business Incubator of Ateneo de Zamboanga University, launched in 2023 with backing from DOST-PCIEERD. It describes itself as ""a space for young professionals, entrepreneurs, innovators, development workers, students, faculty, and researchers in Zamboanga City, Region 9, and Western BARMM interested in participating in technology-based and innovation-driven businesses.""",Technology Business Incubator,https://nelle3549.github.io/Innovation-hubs/centers/adzu-azul-hub.html,Region IX,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/adzu-azul-hub.webp
DOST-PCAARRD-WMSU Agri-Aqua Technology Business Incubator (ATBI),"The DOST-PCAARRD-WMSU Agriculture & Food TBI is hosted by Western Mindanao State University in Zamboanga City and serves the Zamboanga Peninsula (Region IX). Established under the DOST-PCAARRD national Agri-Aqua Technology Business Incubation (ATBI) Program, WMSU-ATBI provides emerging technopreneurs in the region with food and agricultural technology incubation services — translating mature AANR innovations into commercially viable businesses.",Technology Business Incubator,https://nelle3549.github.io/Innovation-hubs/centers/dost-pcaarrd-wmsu-agri-aqua-technology-business-incubator.html,Region IX,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/dost-pcaarrd-wmsu-agri-aqua-technology-business-incubator.webp
FabLab Dapitan,"FabLab Dapitan is the digital fabrication laboratory of Jose Rizal Memorial State University (JRMSU) in Dapitan City, Zamboanga del Norte. Part of the global Fab Lab network and the nationwide DOST/DTI-supported fabrication infrastructure in the Philippines, FabLab Dapitan brings advanced digital manufacturing tools to Western Mindanao, serving students, MSMEs, and innovators in the Zamboanga Peninsula (Region IX).",Fabrication Laboratory (FabLab),https://nelle3549.github.io/Innovation-hubs/centers/fablab-dapitan.html,Region IX,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/fablab-dapitan.webp
FabLab Pagadian — JHCSC,"FabLab Pagadian is the digital fabrication laboratory of Josefina H. Cerilles State College (JHCSC), located in Pagadian City in the Zamboanga Peninsula (Region IX). As the primary higher education institution in Zamboanga del Sur and a key state university in western Mindanao, JHCSC operates the FabLab as a resource for student innovation and MSME support in the manufacturing and technology sector of the Peninsula.",Fabrication Laboratory (FabLab),https://nelle3549.github.io/Innovation-hubs/centers/fablab-pagadian-jhcsc.html,Region IX,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/fablab-pagadian-jhcsc.webp
WMSU Advanced Manufacturing Center (AMCen) / RICME (IC),"The WMSU Advanced Manufacturing Center (AMCen) — co-housed with the Western Mindanao State University Regional Innovation Center for Metals and Engineering (RICME) — is the first Advanced Manufacturing Center in the Zamboanga Peninsula and the ninth nationwide, officially launched in September 2025 through a partnership between DOST-MIRDC, DOST Region IX, and Western Mindanao State University in Zamboanga City. The center brings cutting-edge 3D printing and additive manufacturing technology to the ZamPen region for the first time, with RICME providing its permanent institutional home within WMSU.",Fabrication Laboratory (FabLab),https://nelle3549.github.io/Innovation-hubs/centers/wmsu-advanced-manufacturing-center-ricme.html,Region IX,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/wmsu-advanced-manufacturing-center-ricme.webp
Zamboanga Peninsula FIC — ZSCMST,"The Zamboanga Peninsula Food Innovation Center (ZamPen FIC) is a DOST-supported Food Innovation Center (FIC) hosted by Zamboanga State College of Marine Sciences and Technology (ZSCMST), located in Zamboanga City, Region IX. As the peninsula's primary FIC, ZamPen FIC serves MSME food producers across the Zamboanga Peninsula — a region whose coastal identity gives the center a distinctive focus on marine-based food products.",Food Innovation Center,https://nelle3549.github.io/Innovation-hubs/centers/zamboanga-peninsula-fic-zscmst.html,Region IX,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/zamboanga-peninsula-fic-zscmst.webp
Zampen FabLab — ZCSPC,"Zampen FabLab — short for Zamboanga Peninsula FabLab — is the digital fabrication laboratory of Zamboanga City State Polytechnic College (ZCSPC), located in Zamboanga City in the Zamboanga Peninsula (Region IX). Listed on the global fablabs.io directory as the representative fabrication laboratory of the Zamboanga Peninsula, Zampen FabLab provides advanced digital manufacturing tools to students, engineering faculty, and local entrepreneurs in Zamboanga City and the surrounding peninsula.",Fabrication Laboratory (FabLab),https://nelle3549.github.io/Innovation-hubs/centers/zampen-fablab-zcspc.html,Region IX,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/zampen-fablab-zcspc.webp
Bicol Regional Food Innovation & Commercialization Center (BRFICC) — Bicol University,"The Bicol Regional Food Innovation & Commercialization Center (BRFICC) — also known as BRFIC since its 2024 renaming — is Bicol University’s DOST Food Innovation Center in Legazpi City, Albay. As the designated regional food innovation center for Region V, BRFICC serves food MSMEs, farmer cooperatives, and agri-food entrepreneurs across Albay, Camarines Sur, Camarines Norte, Sorsogon, Catanduanes, and Masbate — helping them develop and commercialize food products from Bicol’s rich agricultural base.",Food Innovation Center,https://nelle3549.github.io/Innovation-hubs/centers/bicol-regional-food-innovation-commercialization-center-bicol-university.html,Region V,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/bicol-regional-food-innovation-commercialization-center-bicol-university.webp
Bicol University TBI / SILI DELI,"SILI DELI — Bicol University's Technology Business Incubator — is hosted by Bicol University in Legazpi City, Albay and is the first Technology Business Incubator established in the Bicol Region. Funded by DOST-PCIEERD under the HEIRIT Program and located at the BU Student Union Center, SILI DELI was purpose-built to support early-stage food innovation and technology-based business ventures in Bicol.",Technology Business Incubator,https://nelle3549.github.io/Innovation-hubs/centers/bicol-university-tbi-sili-deli.html,Region V,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/bicol-university-tbi-sili-deli.webp
BISCAST FabLab,"The BISCAST FabLab (also known as BISCAST ManFabLab) is the digital fabrication laboratory of Bicol State College of Applied Sciences and Technology (BISCAST) in Naga City, Camarines Sur. As part of the nationwide Fab Lab network, the center provides access to advanced digital fabrication and prototyping tools for students, MSMEs, and community innovators in the Bicol Region.",Fabrication Laboratory (FabLab),https://nelle3549.github.io/Innovation-hubs/centers/biscast-fablab.html,Region V,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/biscast-fablab.webp
CNSC FABMANLAB (Camarines Norte State College),"FabLab Cam Norte is the fabrication laboratory of Camarines Norte State College (CNSC) in Daet, Camarines Norte — now operating as the CNSC Fabrication & Manufacturing Research Center (FMRC). As a member of the global Fab Lab network (listed at fablabs.io/labs/cnscfabmanlab), FabLab Cam Norte provides Camarines Norte with open access to digital fabrication equipment, empowering students, entrepreneurs, MSMEs, and community innovators to design and produce their ideas.",Fabrication Laboratory (FabLab),https://nelle3549.github.io/Innovation-hubs/centers/cnsc-fabmanlab.html,Region V,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/cnsc-fabmanlab.webp
CSPC ASOG Technology Business Incubator,"The CSPC ASOG Technology Business Incubator is hosted by Camarines Sur Polytechnic Colleges (CSPC) in Nabua, Camarines Sur and serves the Bicol Region (Region V). Funded by DOST-PCIEERD under the HEIRIT (Higher Education Institution Readiness for Innovation and Technopreneurship) Program, ASOG TBI formally launched its Incubation Center on March 23, 2026 at the CSPC Auditorium — marking a milestone in CSPC's commitment to advancing innovation and entrepreneurship in Bicol.",Technology Business Incubator,https://nelle3549.github.io/Innovation-hubs/centers/cspc-asog-technology-business-incubator.html,Region V,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/cspc-asog-technology-business-incubator.webp
FabLab Bicol — Bicol University,"FabLab Bicol is the digital fabrication laboratory of Bicol University's College of Industrial Technology (BUCIT), located in Legazpi City, Albay in the Bicol Region (Region V). Listed on the global fablabs.io directory as one of the Philippines' internationally recognized fabrication laboratories, FabLab Bicol serves as Bicol University's hands-on innovation and prototyping hub.",Fabrication Laboratory (FabLab),https://nelle3549.github.io/Innovation-hubs/centers/fablab-bicol-bicol-university.html,Region V,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/fablab-bicol-bicol-university.webp
MAGIS Technology Business Incubator (TBI),"The MAGIS Technology Business Incubator (TBI) is the startup incubation center of Ateneo de Naga University (ADNU) in Naga City, Camarines Sur. Supported by DOST-PCIEERD under the HEIRIT (Higher Education Institution Readiness for Innovation & Technopreneurship) Program, MAGIS TBI nurtures technology-based startups and technopreneurs in the Bicol Region. The center operates under Ateneo de Naga's commitment to social entrepreneurship and magis — doing more for the greater good — connecting Bicolano innovators to funding, mentoring, and market development resources.",Technology Business Incubator,https://nelle3549.github.io/Innovation-hubs/centers/magis-technology-business-incubator.html,Region V,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/magis-technology-business-incubator.webp
Sorsogon PILI FabLab (SorSU),"Sorsogon PILI FabLab — named for the pili nut (Canarium ovatum), Sorsogon's flagship commodity — is the digital fabrication laboratory of Sorsogon State University (SorSU) in Sorsogon City, the capital of Sorsogon Province at the southernmost tip of the Bicol Peninsula. Operated through the university's Shared Service Center (SSC), the FabLab provides modern digital manufacturing tools and prototyping services to engineering students, faculty, and local entrepreneurs in Sorsogon and the Bicol region.",Fabrication Laboratory (FabLab),https://nelle3549.github.io/Innovation-hubs/centers/sorsogon-pili-fablab.html,Region V,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/sorsogon-pili-fablab.webp
TIGRE Technology Business Incubator (NCF),"TIGRE TBI is the Technology Business Incubator of Naga College Foundation (NCF) in Naga City, Camarines Sur. Supported by DOST, TIGRE TBI operates as NCF's official startup hub, committed to building a thriving technology entrepreneurship ecosystem in the Bicol Region. The center runs structured incubation cohort programs — including the Geronimo cohort and the NEXUS initiative in partnership with DTI — providing aspiring entrepreneurs with the tools, mentorship, and network needed to launch scalable tech-based and social enterprises.",Technology Business Incubator,https://nelle3549.github.io/Innovation-hubs/centers/tigre-technology-business-incubator.html,Region V,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/tigre-technology-business-incubator.webp
Advanced Manufacturing Center (AMCen) Western Visayas,"The WVSU Advanced Manufacturing Center is a DOST-supported digital fabrication and advanced manufacturing facility at West Visayas State University (WVSU), located in La Paz, Iloilo City in Western Visayas (Region VI). The center extends WVSU's engineering and technology programs into advanced manufacturing, providing digital fabrication tools and technical support to students, faculty researchers, and MSMEs in Iloilo City and the broader Western Visayas region.",Fabrication Laboratory (FabLab),https://nelle3549.github.io/Innovation-hubs/centers/advanced-manufacturing-center-western-visayas.html,Region VI,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/advanced-manufacturing-center-western-visayas.webp
Aklan Innovators Hub FabLab,"The Aklan Innovators Hub FabLab is the digital fabrication laboratory of Aklan State University (ASU) in Banga, Aklan. Established with a PHP 18.5 million investment as one of the DTI- and DOST-supported Fab Labs in Western Visayas, it serves as the fourth Fab Lab in the region — expanding access to advanced manufacturing and prototyping infrastructure for inventors, startups, students, and MSMEs across Aklan Province.",Fabrication Laboratory (FabLab),https://nelle3549.github.io/Innovation-hubs/centers/aklan-innovators-hub-fablab.html,Region VI,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/aklan-innovators-hub-fablab.webp
Capiz Innovation Center FabLab,"The Capiz Innovation Center FabLab is a fabrication laboratory operated by the Provincial Government of Capiz in Roxas City, Capiz. It is the province's dedicated digital fabrication and prototyping facility, providing Capiz residents, entrepreneurs, students, and MSMEs with access to digital manufacturing equipment and creative technology tools. The center is active at facebook.com/capizinnovate and can be reached at (036) 520-2584 or capizinnovate@gmail.com for service appointments and inquiries.",Fabrication Laboratory (FabLab),https://nelle3549.github.io/Innovation-hubs/centers/capiz-innovation-center-fablab.html,Region VI,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/capiz-innovation-center-fablab.webp
COASTLINE 5023 — UPV Fisheries Technology Business Incubator (FTBI),"The DOST-PCAARRD-UPV Fisheries Technology Business Incubator (UPV Fisheries TBI) is a DOST-PCAARRD-funded TBI hosted by UP Visayas in Miagao, Iloilo. As part of the DOST-PCAARRD AANR TBI network, the UPV Fisheries TBI focuses exclusively on incubating fisheries technology ventures — leveraging UP Visayas’s internationally recognized expertise in marine science, fisheries, and aquaculture to support innovators in Western Visayas and beyond.",Technology Business Incubator,https://nelle3549.github.io/Innovation-hubs/centers/coastline-5023-upv-fisheries-technology-business-incubator.html,Region VI,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/coastline-5023-upv-fisheries-technology-business-incubator.webp
CPU CPUGAD Technology Business Incubator,"CPU CPUGAD (CPU + PUGAD (Hiligaynon for “nest”)) Technology Business Incubator is hosted by Central Philippine University in Jaro, Iloilo City and serves Region VI (Western Visayas). Established through a ₱13.68 million grant from DOST-PCIEERD under the HEIRIT Program, CPUGAD TBI officially launched on 12 February 2025 as the only private university-based TBI in Region VI — bringing CPU's strengths in engineering and technology to the regional startup ecosystem.",Technology Business Incubator,https://nelle3549.github.io/Innovation-hubs/centers/cpu-cpugad-technology-business-incubator.html,Region VI,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/cpu-cpugad-technology-business-incubator.webp
DOST-PCAARRD-CapSU Agriculture & Aquaculture TBI,"The DOST-PCAARRD-CapSU Agriculture & Aquaculture TBI — officially known as CAPSULE (Center for Advancing Partnerships, Stimulating Upscale and Leading Enterprises) — is hosted by Capiz State University in Roxas City, Capiz and serves Region VI (Western Visayas). Institutionalized in August 2018 under the DOST-PCAARRD Research, Development and Extension unit, CAPSULE is designed as the university's technology transfer and commercialization support facility for the agriculture and aquaculture sector.",Technology Business Incubator,https://nelle3549.github.io/Innovation-hubs/centers/dost-pcaarrd-capsu-agriculture-aquaculture-tbi.html,Region VI,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/dost-pcaarrd-capsu-agriculture-aquaculture-tbi.webp
ISAT-U FabLab,"ISAT-U FabLab is a fabrication laboratory hosted by Iloilo Science and Technology University (ISAT-U) in Iloilo City. The FabLab provides students, faculty, researchers, and local entrepreneurs with access to state-of-the-art digital fabrication equipment, enabling hands-on innovation, prototyping, and product development within the ISAT-U campus community.",Fabrication Laboratory (FabLab),https://nelle3549.github.io/Innovation-hubs/centers/isat-u-fablab.html,Region VI,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/isat-u-fablab.webp
ISAT-U KWADRA Technology Business Incubator,"KWADRA TBI is the Technology Business Incubator of Iloilo Science and Technology University (ISAT-U) in Iloilo City, supported by the Department of Science and Technology (DOST) under the HEIRIT (Higher Education Institution Readiness for Innovation & Technopreneurship) Program. Operating as one of Western Visayas' key DOST-accredited TBIs, KWADRA provides a structured innovation and startup incubation environment for students, faculty innovators, and community entrepreneurs in the Iloilo area.",Technology Business Incubator,https://nelle3549.github.io/Innovation-hubs/centers/isat-u-kwadra-technology-business-incubator.html,Region VI,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/isat-u-kwadra-technology-business-incubator.webp
Western Visayas Food Innovation Center — Guimaras State University,"The Western Visayas Food Innovation Center at Guimaras State University (WVFIC-GSC) is a partnership between DOST Region VI and Guimaras State University (formerly Guimaras State College), established in 2016 at the GSU-Mosqueda Campus in Guimaras. It operates as the designated Food Innovation Center for Western Visayas — a one-stop-shop for the food processing industry in the region, addressing technology needs across the full value chain: process and product development, R&D, training and consultancy, laboratory and testing services, packaging assistance, and technology information.",Food Innovation Center,https://nelle3549.github.io/Innovation-hubs/centers/western-visayas-food-innovation-center-guimaras-state-university.html,Region VI,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/western-visayas-food-innovation-center-guimaras-state-university.webp
WVSU BINHI Technology Business Incubator (TBI),"WVSU BINHI — Business Incubator Nurturing Homegrown Innovations — is the Technology Business Incubator (TBI) of West Visayas State University in La Paz, Iloilo City, and the university's flagship innovation hub for Western Visayas. It operates as a component unit of WVSU's Knowledge Technology Transfer & Business Development Center (KTTBDC), alongside the Innovation & Technology Support Office (ITSO) and the Knowledge & Technology Transfer Office (KTTO). BINHI incubates startups across biomedical & healthcare, agri-aqua & green technologies, emerging technologies/ICT, and herbal & natural products. As of early 2025 it had graduated 25 startups, generated 81 jobs, supported 13 active incubatees, and catalyzed ₱3M+ in investments and ₱5M+ in startup revenues.",Technology Business Incubator,https://nelle3549.github.io/Innovation-hubs/centers/wvsu-binhi-technology-business-incubator.html,Region VI,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/wvsu-binhi-technology-business-incubator.webp
BALIK sa Bohol TBI,"BALIK sa Bohol TBI is a Technology Business Incubator hosted by Bohol Island State University (BISU) in Tagbilaran City, Bohol, Region VII (Central Visayas). ""BALIK"" stands for Business Accelerators Linking Innovation and Knowledge, and the center serves as a platform for translating research and innovation into scalable, market-ready solutions while fostering collaboration among academe, industry, government, and local communities.",Technology Business Incubator,https://nelle3549.github.io/Innovation-hubs/centers/balik-sa-bohol-tbi.html,Region VII,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/balik-sa-bohol-tbi.webp
Central Visayas Food Innovation Center — CIT-U,"The Central Visayas Food Innovation Center (CVFIC) is the region's DOST-designated Food Innovation Center (FIC), hosted by Cebu Institute of Technology – University (CIT-U) in Cebu City. As one of the nationwide network of DOST FICs, the CVFIC provides comprehensive food product development and processing support to micro, small, and medium enterprises (MSMEs) across the Central Visayas region.",Food Innovation Center,https://nelle3549.github.io/Innovation-hubs/centers/central-visayas-food-innovation-center-cit-u.html,Region VII,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/central-visayas-food-innovation-center-cit-u.webp
CIT-U AI FabLab,"The CIT-U AI FabLab is an Artificial Intelligence Fabrication Laboratory hosted by Cebu Institute of Technology-University (CIT-U) in Cebu City (Region VII). Launched on May 8, 2025, in partnership with the Department of Trade and Industry (DTI) under the Shared Service Facility (SSF) Program, it is the first AI-integrated fabrication laboratory in Central Visayas and the eighth FabLab in Cebu. The facility was established through a government investment of approximately PhP4.98 million.",Fabrication Laboratory (FabLab),https://nelle3549.github.io/Innovation-hubs/centers/cit-u-ai-fablab.html,Region VII,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/cit-u-ai-fablab.webp
CTU Center for Food Development & Technopreneurship (IFSIT) (IC),"The Center for Food Development & Technopreneurship (IFSIT — Institute of Food Science and Technopreneurship) at Cebu Technological University is an RDE institute under CTU's College of Technology — it is not the DOST Region VII Food Innovation Center (that is the Central Visayas FIC hosted at CIT University). It is a multidisciplinary platform that bridges food science research and entrepreneurship, delivering technical services and R&D support to food-sector MSMEs, processors, and entrepreneurs across Cebu and the broader Central Visayas region.",Food Innovation Center,https://nelle3549.github.io/Innovation-hubs/centers/ctu-center-for-food-development-technopreneurship.html,Region VII,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/ctu-center-for-food-development-technopreneurship.webp
CTU-ATBI — DOST-PCAARRD Agri-Aqua TBI (Cebu Technological University),"CTU-ATBI is the DOST-PCAARRD Agri-Aqua Technology Business Incubator of Cebu Technological University — a joint DOST-PCAARRD–CTU project that provides mentoring, business and technical know-how, and incubator space to startups and MSMEs using agri-aqua technologies, so they can become economically mature and sustainable.",Technology Business Incubator,https://nelle3549.github.io/Innovation-hubs/centers/ctu-atbi-dost-pcaarrd-agri-aqua-tbi.html,Region VII,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/ctu-atbi-dost-pcaarrd-agri-aqua-tbi.webp
DigiFab – LGU Bogo City,Host-agency logo (DTI Cebu) — DigiFab Bogo City is a DTI Cebu FabLab with no dedicated page.,Fabrication Laboratory (FabLab),https://nelle3549.github.io/Innovation-hubs/centers/digifab-lgu-bogo-city.html,Region VII,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/digifab-lgu-bogo-city.webp
